id;text;sentiment;userId;retweetedCount;tags;tagsCount;userName;friendsCount;followersCount
853394255880105984;The core strength of #science is #methods for acquiring evidence and understanding mechanisms, how reality works, in spite of human #biases;-0.0516;78001994;1;[#science, #methods, #biases];3;Allen Y. Tien MD MHS;10342;9681
853393134801354753;RT @Letha_Hughes: ""...So forget Jesus. The stars died so that you could be here today."" — @LKrauss1   #Religion  #Atheism  #Science  #Easte…;-0.6705;761140045193547776;30;[#Religion, #Atheism, #Science];3;Bilimsel Aç?;10;164
853393036088414208;Religion And Science. Is science now catching up? https://t.co/4OORQxjhJX #science #religion https://t.co/ZoXLuhOenp;0.0;130467057;0;[#science, #religion];2;Katherine T Owen;4766;4895
853392547351326724;Win a #Kindle Fire and ANY #Science Fiction or #Fantasy Book You Want in this #Giveaway https://t.co/MJt9qegVFN via @InkMuse;0.4019;844547825224617986;0;[#Kindle, #Science, #Fantasy, #Giveaway];4;becky perry;837;63
853390706546814976;Win a #Kindle Fire and ANY #Science Fiction or #Fantasy Book You Want in this #Giveaway https://t.co/9xYNC2va94 via @InkMuse;0.4019;725019967335370753;0;[#Kindle, #Science, #Fantasy, #Giveaway];4;Claire Pelletier;1193;26
853391347360858112;RT @AcadesCinza: There isn't anyone alive born before 1900. The last died today at 117 reports @Reuters. #History #Science #Goodbye https:/…;-0.6988;701589475411890176;1;[#History, #Science, #Goodbye];3;Vörtýr;370;590
853390496236015617;There isn't anyone alive born before 1900. The last died today at 117 reports @Reuters. #History #Science #Goodbye https://t.co/M9miJsYVay;-0.6988;3158217481;1;[#History, #Science, #Goodbye];3;Arcades Cinza;887;924
853391046004232192;Explore #Engineering, #Science, and #Technology on Taylor &amp: Francis Online #TowardsABigDataEra https://t.co/8Kib55aGgJ …  @tandfcomputer;0.0;3013639482;1;[#Engineering, #Science, #Technology, #TowardsABigDataEra];4;Adrian Sung;5001;1111
853390916920504322;8 Insane #Science Facts Celebs Believe   show more  Who needs ... https://t.co/lXb3AtvN22 #Technology https://t.co/KcrPbVnNSd;-0.4019;417765463;0;[#Science, #Technology];2;Cheremkin Aleksey;1601;9558
853390696451108865;RT @XFrederikWLCX: XFrederikWLCX #FUTURETECH #Science We shouldn't fear AI. We should guard against humanity.  https://t.co/7Gu1RLq5xl;0.3875;4333795461;1;[#FUTURETECH, #Science];2;NLP Stories;1;1644
853390600388964357;XFrederikWLCX #FUTURETECH #Science We shouldn't fear AI. We should guard against humanity.  https://t.co/7Gu1RLq5xl;0.3875;762992812673630208;1;[#FUTURETECH, #Science];2;Future Tech;39;32
853758752679505921;About the benefits of #meditation. #Science (Anna Avakyan, Ivet Haghverdian, Hrant Zen Danduroff)... https://t.co/m8tfcUaEUi;0.3818;796143044;0;[#meditation, #Science];2;Sevak Kirakosyan;112;155
853758011898306560;7 Habits That May Actually Change The #Brain, According To #Science #exercise #meditation  https://t.co/b7OKSR8HvV;0.0;731572201225371649;4;[#Brain, #Science, #exercise, #meditation];4;The Counsellors Cafe;5754;6061
853758133080141824;The latest Science Policy Monitor! https://t.co/yTS0Me20Yr Thanks to @abinodh @BianchiOsvaldo @chewie128 #science #tech;0.4926;46854930;0;[#science, #tech];2;BlackPhysicists;6435;15470
853756266983940098;RT @WinStemBrainiac: Volunteer at #WinStem to mentor on #science,#tech,#maths &amp: #engineering career choices to young girls. #WomeninSTEM ht…;0.0;835147727948361728;2;[#WinStem, #science, #tech, #maths, #engineering, #WomeninSTEM];6;Women In STEM;322;539
853756245349720065;RT @WinStemBrainiac: Volunteer at #WinStem to mentor on #science,#tech,#maths &amp: #engineering career choices to young girls. #GirlsinStem  h…;0.0;835147727948361728;2;[#WinStem, #science, #tech, #maths, #engineering, #GirlsinStem];6;Women In STEM;322;539
853756238240337921;RT @WinStemBrainiac: Volunteer at #WinStem to mentor on #science,#tech,#maths &amp: #engineering career choices to young girls.  #DoctorWho  ht…;0.0;835147727948361728;2;[#WinStem, #science, #tech, #maths, #engineering, #DoctorWho];6;Women In STEM;322;539
853757867253526528;The #science of #FOLDING #CLOTHES: Robotics engineers reveal technique for packing %garments into #neat #squares https://t.co/EPmBVYFMz4;0.0;3053813149;0;[#science, #FOLDING, #CLOTHES, #neat, #squares];5;Werks Clean;78;31
853757784818675715;The #science of #FOLDING #CLOTHES: Robotics engineers reveal technique for packing %garments into #neat #squares https://t.co/tIV6C2PKAh;0.0;3005302839;0;[#science, #FOLDING, #CLOTHES, #neat, #squares];5;Werks Clean, Inc;530;401
853757450708815872;Would vinifera had survived phylloxera if there was no Pasteur? https://t.co/gBzbT3BcGE #wine #history #science #winelover;0.2732;2505042386;0;[#wine, #history, #science, #winelover];4;joeybear;257;152
853756370977300480;RT @davidtalksbooks: Homo Deus  https://t.co/gxvyvBuXBu Fascinating popular #science &amp: #history book by one of the most interesting thinker…;0.8516;800277392694525952;4;[#science, #history];2;Aussies For Trump;892;386
853757387999657985;If #POTUS doesnt fund what he cant understand, namely #science, #USA will slide into backwardness, #inciviliy &amp: #anomie. Fund #NSF.;0.0;2476166022;0;[#POTUS, #science, #USA, #inciviliy, #anomie, #NSF];6;Xana Del Llano;1675;2497
853756636887998464;This is why we have a #MarchForScience, because #Trump's AG told #Science 2 go 2 #Hell https://t.co/38fxPTSKs1 #Charlotte #Greensboro #USA;0.0;441214858;0;[#MarchForScience, #Trump, #Science, #Hell, #Charlotte, #Greensboro, #USA];7;Jerome McCollom;1067;2134
853756236667420672;RT @WinStemBrainiac: Volunteer at #WinStem to mentor on #science,#tech#maths &amp: #engineering career choices to young girls. #MakeWhatsNext h…;0.0;835147727948361728;2;[#WinStem, #science, #engineering, #MakeWhatsNext];4;Women In STEM;322;539
853756133454098432;RT @andi_staub: #science #insurtech  These #Wearables Detect #Health Issues Before They Happen  #HealthTech #IoT #bigdata #fintech https://…;0.0;739444853453553664;57;[#science, #insurtech, #Wearables, #Health, #HealthTech, #IoT, #bigdata, #fintech];8;CheerInsurtech;4;1167
853756030089519104;Yikes but hey you do what you have to do. Bravo. #science #health https://t.co/u3hn608Ehn;0.0;252470495;0;[#science, #health];2;1RoguePoet;464;269
854121576748515329;.@AutismMedia on #Periscope: Vaccination of pre-term infants #vaxxed #science #truth #PrayBig https://t.co/H9RTQBqa9g;0.0;632373342;0;[#Periscope, #vaxxed, #science, #truth, #PrayBig];5;Sandi Kelly;147;179
854121433655595010;RT @AutismMedia: Vaccination of pre-term infants #vaxxed #science #truth #PrayBig https://t.co/wwltdJVH5K;0.0;38958194;25;[#vaxxed, #science, #truth, #PrayBig];4;Anne Schnedl;1286;798
854121527830130689;RT @pionic_org: 'Negative mass' created for the first time by physicists https://t.co/nSqy7MV6HP #science #physics;-0.4019;7045692;105;[#science, #physics];2;Jason J. Loya;1480;1136
854119049583673344;People interested in #science may #enjoy the post about #superHuge #molecules at https://t.co/8iU323MB4D (#physics,… https://t.co/AoPjOblYGv;0.4019;9841662;0;[#science, #enjoy, #superHuge, #molecules, #physics];5;500Ways;7;115
854121507127255040;WAS JESUS REALLY CRUCIFIED? https://t.co/6VFKvKrmTD  #SignsOfABadRoommate #books #Health #tech #news #Jesus #Science #space #Rt #Jobs #MUFC;0.0;735615447249354756;1;[#SignsOfABadRoommate, #books, #Health, #tech, #news, #Jesus, #Science, #space, #Rt, #Jobs, #MUFC];11;True Religion;83;77
854121433160716290;https://t.co/UkfBQo0TDm An electric utility will pay EV owners 5 cent per kWh of charging during off-peak hours #future #tech #science;-0.1027;227335394;1;[#future, #tech, #science];3;John Vajra;22552;22980
854121334019850242;Last month was the hottest June recorded worldwide, figures  #science #news https://t.co/cPqniADIxH https://t.co/g7CFCVTS4D;0.0;798449177651019776;0;[#science, #news];2;HNV News;88;60
854120842791399424;#science #ecology #health #nature Urban Troubadours | Assignment Explorer https://t.co/mBl0fAvdbw https://t.co/odYzlA1sIh;0.0;735251199994286080;0;[#science, #ecology, #health, #nature];4;Thenatureworld;3463;934
854120831009431552;#thesciencemic Nanoparticles reprogram immune cells to fight cancer https://t.co/qeyatjCBDg #science #technology #tech;-0.7003;3233632042;0;[#thesciencemic, #science, #technology, #tech];4;The Science Mic;3180;800
854120393355010049;The latest Science Policy Monitor! https://t.co/F5fx78bKD8 Thanks to @ronnococoffee @GordonLamphere @luxurylvmag #science #tech;0.4926;46854930;0;[#science, #tech];2;BlackPhysicists;6435;15470
854119323924914176;RT @Check123Sci: What is 4D Printing?? Watch this: https://t.co/Eqv7qxIgsY #science #tech https://t.co/4w6WZuC1JK;0.0;290701323;6;[#science, #tech];2;T.C. biricim;103;138
854119081766682624;A New Device Could Utterly Transform How We Produce Energy https://t.co/lkdCW1kysb #future #tech #science #ar #robotics #ownthefuture;0.2732;821251634940542976;0;[#future, #tech, #science, #ar, #robotics, #ownthefuture];6;FutuReCybernize;2338;989
854118593621053444;RT @B_Ubiquitous: A Cosmic Watercolor The Omega Nebula NGC 6618 in Sagittarius #astronomy #space #nasa #hubble #learning #stem #science #st…;0.0;2544039717;30;[#astronomy, #space, #nasa, #hubble, #learning, #stem, #science];7;nahid ojand;4654;2945
854119525826121728;RT @FutuReCybernize: A New Device Could Utterly Transform How We Produce Energy https://t.co/lkdCW1kysb #future #ownthefuture #science #tec…;0.2732;16317733;1;[#future, #ownthefuture, #science];3;Randomization;1049;8479
854118621764780032;A New Device Could Utterly Transform How We Produce Energy https://t.co/lkdCW1kysb #future #ownthefuture #science #technology #innovation …;0.2732;821251634940542976;1;[#future, #ownthefuture, #science, #technology, #innovation];5;FutuReCybernize;2338;989
854121255125086212;&lt:3 So happy to see there's a #marchforscience in KW! #kwawesome #dtklove #waterloo #kitchener #science… https://t.co/zvV461VSi3;0.6468;711595730637496320;2;[#marchforscience, #kwawesome, #dtklove, #waterloo, #kitchener, #science];6;The Eco Well;189;243
854120104375832576;RT @SciMarchSeattle: Part of a local #Science group or organization &amp: would like to table at the #marchforscience in #Seattle? Contact us h…;0.3612;2281290679;12;[#Science, #marchforscience, #Seattle];3;Ted Grosch;256;1819
854118447038447617;RT @ScienceMarchBNE: ""I liken the attacks on #science to turning off the headlights"" Mike MacFerrin, #MarchForScience #Greenland. #ScienceM…;-0.4404;837190608393404416;34;[#science, #MarchForScience, #Greenland];3;MarchforScience GBR;63;149
854118389886865408;RT @MrSulu2017: It's not logical to deny #science #MarchForScience GLOBAL April 22 #SupportScience! Find your local march @DoctorMcCoy2017…;0.3244;4889784959;131;[#science, #MarchForScience, #SupportScience];3;Dominar Rygel XVI;67;65
854118333452615687;RT @ScienceMarchSby: In the face of #climatechange, we cant afford to ignore #science. This Saturday in Sudbury, lets #MarchforScience http…;0.2755;16317733;4;[#climatechange, #science, #MarchforScience];3;Randomization;1049;8479
854121225609662464;Coal mine plan is bad policy https://t.co/RMTyjhT9A2 #science #coal #qldpol #pollution #auspol;-0.5423;612498975;0;[#science, #coal, #qldpol, #pollution, #auspol];5;The Annoying Peasant;485;573
854119743183142912;RT @Jackthelad1947: Being over 60 doesn't mean we don't worry about #climatechange @LaTrioli #auspol #qldpol #science #media fail  https://…;-0.2718;232959645;10;[#climatechange, #auspol, #qldpol, #science, #media];5;Sue;1241;292
854121020097261568;RT @MT_Gr5: Getting an early start on Earth Day! #Juster5 #mtarewe #science #earthday2017 https://t.co/jQuu09yT1H;0.0;431646163;4;[#Juster5, #mtarewe, #science, #earthday2017];4;Nathan Greenberg;463;1227
854119908086603777;Getting an early start on Earth Day! #Juster5 #mtarewe #science #earthday2017 https://t.co/jQuu09yT1H;0.0;2761133496;4;[#Juster5, #mtarewe, #science, #earthday2017];4;5th Grade at MT;81;216
854120575761100800;AU Explainers - Keeping Up with #Technology and Charting ROI with ...  https://t.co/68zdPNLjwu #Science https://t.co/tECiSPnWyV;0.0;417765463;0;[#Technology, #Science];2;Cheremkin Aleksey;1601;9558
854118233015820288;RT @Primary_Immune1: A Supercomputer Takes On #Parkinsons Disease https://t.co/uFOQ8S2MOQ #SNRTG #BigData #RareDisease #science #technology…;0.0;140586944;18;[#Parkinsons, #SNRTG, #BigData, #RareDisease, #science, #technology];6;Jiffy Joseph;72;955
854120771391770624;RT @StefaniCrabtree: So, my food webs image is the image of the day for NSF Science 360. #nsf #nsfgrow #Science #EarthDay https://t.co/FHNg…;0.0;18846821;8;[#nsf, #nsfgrow, #Science, #EarthDay];4;Doug Bird;387;303
854120303513001984;RT @legendlearning: Are you ready for #EarthDay? Check out these 5 #science #edgames to keep your students engaged: https://t.co/3G17Q0Gia4…;0.6369;2648217023;2;[#EarthDay, #science, #edgames];3;Richard White;302;145
854120037732495362;#EarthDay Tip: Conduct a #science experiment. Some students learn through practical application. https://t.co/AN2omRUV4F #teachers;0.0;777984404543143936;1;[#EarthDay, #science, #teachers];3;Legends of Learning;1308;1536
854118689674854404;RT @MarloWordyBird: My beloved RVIB Nathaniel B. Palmer #NSF #USAP #scicomm #science #scichat #oceanography #ocean… https://t.co/fG88b4Dj1T;0.5106;15529230;1;[#NSF, #USAP, #scicomm, #science, #scichat, #oceanography, #ocean];7;Gary Bridgeman;4689;5679
854120601316995072;This week's #science #STEM Kit Theo Jensen's Rhinobeest Sand Wind Powered Walker! #toys https://t.co/NEP1XXdWOL https://t.co/uT1EEI5Wqe;0.0;24174009;0;[#science, #STEM, #toys];3;Pow! Science!;3335;3499
854120465194864640;RT @WeAreTeachers: Sign your class up for this! Meet Three Experts Changing the Face of STEM https://t.co/sMkH3eHrdK #science #teach #stem;0.0;1684422722;9;[#science, #teach, #stem];3;Arcadia Unified;1395;2090
854120104933695488;RT @NYSFoz: If school starts for you this week, remember to get on to application for #NYSF2018 #STEM #science  https://t.co/nhidlzpIhi htt…;0.0;2281290679;3;[#NYSF2018, #STEM, #science];3;Ted Grosch;256;1819
